place_name,place_type,year_quarter,value,source_sheet,id
אשדוד,עירייה,2013_3,2751.0,1,204
אשדוד,עירייה,2013_4,3277.0,1,205
אשדוד,עירייה,2014_1,3527.0,1,206
אשדוד,עירייה,2014_2,2863.0,1,207
אשדוד,עירייה,2014_3,1871.0,1,208
אשדוד,עירייה,2014_4,2185.0,1,209
אשדוד,עירייה,2015_1,2755.0,1,210
אשדוד,עירייה,2015_2,2684.0,1,211
אשדוד,עירייה,2015_3,3497.0,1,212
אשדוד,עירייה,2015_4,3054.0,1,213
אשדוד,עירייה,2016_1,4247.0,1,214
אשדוד,עירייה,2016_2,4036.0,1,215
אשדוד,עירייה,2016_3,4704.0,1,216
אשדוד,עירייה,2016_4,3410.0,1,217
אשדוד,עירייה,2017_1,3434.0,1,218
אשדוד,עירייה,2017_2,1912.0,1,219
אשקלון,עירייה,2012_1,2068.0,1,220
אשקלון,עירייה,2012_2,1846.0,1,221
אשקלון,עירייה,2012_3,2407.0,1,222
אשקלון,עירייה,2012_4,2111.0,1,223
אשקלון,עירייה,2013_1,2525.0,1,224
אשקלון,עירייה,2013_2,2723.0,1,225
אשקלון,עירייה,2013_3,2995.0,1,226
אשקלון,עירייה,2013_4,3083.0,1,227
אשקלון,עירייה,2014_1,2795.0,1,228
אשקלון,עירייה,2014_2,3266.0,1,229
אשקלון,עירייה,2014_3,2653.0,1,230
אשקלון,עירייה,2014_4,3414.0,1,231
אשקלון,עירייה,2015_1,4082.0,1,232
אשקלון,עירייה,2015_2,3752.0,1,233
אשקלון,עירייה,2015_3,3359.0,1,234
אשקלון,עירייה,2015_4,2763.0,1,235
אשקלון,עירייה,2016_1,4159.0,1,236
אשקלון,עירייה,2016_2,3013.0,1,237
אשקלון,עירייה,2016_3,3570.0,1,238
אשקלון,עירייה,2016_4,2342.0,1,239
אשקלון,עירייה,2017_1,3326.0,1,240
אשקלון,עירייה,2017_2,1515.0,1,241
באקה אל ע'רביה,עירייה,2012_1,153.0,1,242
באקה אל ע'רביה,עירייה,2012_2,155.0,1,243
באקה אל ע'רביה,עירייה,2012_3,143.0,1,244
באקה אל ע'רביה,עירייה,2012_4,159.0,1,245
באקה אל ע'רביה,עירייה,2013_1,232.0,1,246
באקה אל ע'רביה,עירייה,2013_2,332.0,1,247
באקה אל ע'רביה,עירייה,2013_3,316.0,1,248
באקה אל ע'רביה,עירייה,2013_4,268.0,1,249
באקה אל ע'רביה,עירייה,2014_1,451.0,1,250
באקה אל ע'רביה,עירייה,2014_2,794.0,1,251
באקה אל ע'רביה,עירייה,2014_3,523.0,1,252
באקה אל ע'רביה,עירייה,2014_4,487.0,1,253
באקה אל ע'רביה,עירייה,2015_1,562.0,1,254
באקה אל ע'רביה,עירייה,2015_2,560.0,1,255
באקה אל ע'רביה,עירייה,2015_3,644.0,1,256
באקה אל ע'רביה,עירייה,2015_4,461.0,1,257
באקה אל ע'רביה,עירייה,2016_1,770.0,1,258
באקה אל ע'רביה,עירייה,2016_2,611.0,1,259
באקה אל ע'רביה,עירייה,2016_3,748.0,1,260
באקה אל ע'רביה,עירייה,2016_4,618.0,1,261
באקה אל ע'רביה,עירייה,2017_1,896.0,1,262
באקה אל ע'רביה,עירייה,2017_2,279.0,1,263
באר יעקב,מועצה מקומית,2012_1,247.0,1,264
באר יעקב,מועצה מקומית,2012_2,83.0,1,265
באר יעקב,מועצה מקומית,2012_3,85.0,1,266
באר יעקב,מועצה מקומית,2012_4,92.0,1,267
באר יעקב,מועצה מקומית,2013_1,111.0,1,268
באר יעקב,מועצה מקומית,2013_2,134.0,1,269
באר יעקב,מועצה מקומית,2013_3,153.0,1,270
באר יעקב,מועצה מקומית,2013_4,174.0,1,271
באר יעקב,מועצה מקומית,2014_1,270.0,1,272
באר יעקב,מועצה מקומית,2014_2,97.0,1,273
באר יעקב,מועצה מקומית,2014_3,89.0,1,274
באר יעקב,מועצה מקומית,2014_4,66.0,1,275
באר יעקב,מועצה מקומית,2015_1,75.0,1,276
באר יעקב,מועצה מקומית,2015_2,178.0,1,277
באר יעקב,מועצה מקומית,2015_3,198.0,1,278
באר יעקב,מועצה מקומית,2015_4,185.0,1,279
באר יעקב,מועצה מקומית,2016_1,240.0,1,280
באר יעקב,מועצה מקומית,2016_2,242.0,1,281
באר יעקב,מועצה מקומית,2016_3,220.0,1,282
באר יעקב,מועצה מקומית,2016_4,208.0,1,283
באר יעקב,מועצה מקומית,2017_1,271.0,1,284
באר יעקב,מועצה מקומית,2017_2,127.0,1,285
באר שבע,עירייה,2012_1,1530.0,1,286
באר שבע,עירייה,2012_2,1026.0,1,287
באר שבע,עירייה,2012_3,1520.0,1,288
באר שבע,עירייה,2012_4,2997.0,1,289
באר שבע,עירייה,2013_1,2492.0,1,290
באר שבע,עירייה,2013_2,2750.0,1,291
באר שבע,עירייה,2013_3,2970.0,1,292
באר שבע,עירייה,2013_4,2284.0,1,293
באר שבע,עירייה,2014_1,2793.0,1,294
באר שבע,עירייה,2014_2,2921.0,1,295
באר שבע,עירייה,2014_3,2622.0,1,296
באר שבע,עירייה,2014_4,2183.0,1,297
באר שבע,עירייה,2015_1,3463.0,1,298
באר שבע,עירייה,2015_2,3954.0,1,299
באר שבע,עירייה,2015_3,2766.0,1,300
באר שבע,עירייה,2015_4,2794.0,1,301
באר שבע,עירייה,2016_1,3337.0,1,302
באר שבע,עירייה,2016_2,2338.0,1,303
באר שבע,עירייה,2016_3,2914.0,1,304
באר שבע,עירייה,2016_4,2161.0,1,305
באר שבע,עירייה,2017_1,3824.0,1,306
באר שבע,עירייה,2017_2,1858.0,1,307
בית שאן,עירייה,2012_1,294.0,1,308
בית שאן,עירייה,2012_2,168.0,1,309
בית שאן,עירייה,2012_3,183.0,1,310
בית שאן,עירייה,2012_4,236.0,1,311
בית שאן,עירייה,2013_1,237.0,1,312
בית שאן,עירייה,2013_2,206.0,1,313
בית שאן,עירייה,2013_3,151.0,1,314
בית שאן,עירייה,2013_4,101.0,1,315
בית שאן,עירייה,2014_1,421.0,1,316
בית שאן,עירייה,2014_2,88.0,1,317
בית שאן,עירייה,2014_3,70.0,1,318
בית שאן,עירייה,2014_4,84.0,1,319
בית שאן,עירייה,2015_1,185.0,1,320
בית שאן,עירייה,2015_2,182.0,1,321
בית שאן,עירייה,2015_3,157.0,1,322
בית שאן,עירייה,2015_4,47.0,1,323
בית שאן,עירייה,2016_1,341.0,1,324
בית שאן,עירייה,2016_2,213.0,1,325
בית שאן,עירייה,2016_3,453.0,1,326
בית שאן,עירייה,2016_4,253.0,1,327
בית שאן,עירייה,2017_1,481.0,1,328
בית שאן,עירייה,2017_2,111.0,1,329
בית שמש,עירייה,2012_1,255.0,1,330
בית שמש,עירייה,2012_2,300.0,1,331
בית שמש,עירייה,2012_3,306.0,1,332
בית שמש,עירייה,2012_4,222.0,1,333
בית שמש,עירייה,2013_1,245.0,1,334
בית שמש,עירייה,2013_2,226.0,1,335
בית שמש,עירייה,2013_3,363.0,1,336
בית שמש,עירייה,2013_4,352.0,1,337
בית שמש,עירייה,2014_1,435.0,1,338
בית שמש,עירייה,2014_2,208.0,1,339
בית שמש,עירייה,2014_3,106.0,1,340
בית שמש,עירייה,2014_4,275.0,1,341
בית שמש,עירייה,2015_1,332.0,1,342
בית שמש,עירייה,2015_2,318.0,1,343
בית שמש,עירייה,2015_3,396.0,1,344
בית שמש,עירייה,2015_4,278.0,1,345
בית שמש,עירייה,2016_1,271.0,1,346
בית שמש,עירייה,2016_2,264.0,1,347
בית שמש,עירייה,2016_3,265.0,1,348
בית שמש,עירייה,2016_4,267.0,1,349
בית שמש,עירייה,2017_1,409.0,1,350
בית שמש,עירייה,2017_2,117.0,1,351
ביתר עילית,עירייה,2012_1,60.0,1,352
ביתר עילית,עירייה,2012_2,79.0,1,353
ביתר עילית,עירייה,2012_3,105.0,1,354
ביתר עילית,עירייה,2012_4,72.0,1,355
ביתר עילית,עירייה,2013_1,43.0,1,356
ביתר עילית,עירייה,2013_2,41.0,1,357
ביתר עילית,עירייה,2013_3,189.0,1,358
ביתר עילית,עירייה,2013_4,80.0,1,359
ביתר עילית,עירייה,2014_1,220.0,1,360
ביתר עילית,עירייה,2014_2,72.0,1,361
ביתר עילית,עירייה,2014_3,111.0,1,362
ביתר עילית,עירייה,2014_4,84.0,1,363
ביתר עילית,עירייה,2015_1,78.0,1,364
ביתר עילית,עירייה,2015_2,91.0,1,365
ביתר עילית,עירייה,2015_3,23.0,1,366
ביתר עילית,עירייה,2015_4,45.0,1,367
ביתר עילית,עירייה,2016_1,75.0,1,368
ביתר עילית,עירייה,2016_2,122.0,1,369
ביתר עילית,עירייה,2016_3,204.0,1,370
ביתר עילית,עירייה,2016_4,92.0,1,371
ביתר עילית,עירייה,2017_1,269.0,1,372
ביתר עילית,עירייה,2017_2,98.0,1,373
בני ברק,עירייה,2012_1,1772.0,1,374
בני ברק,עירייה,2012_2,2037.0,1,375
בני ברק,עירייה,2012_3,2454.0,1,376
בני ברק,עירייה,2012_4,2634.0,1,377
בני ברק,עירייה,2013_1,2070.0,1,378
בני ברק,עירייה,2013_2,2080.0,1,379
בני ברק,עירייה,2013_3,1922.0,1,380
בני ברק,עירייה,2013_4,1584.0,1,381
בני ברק,עירייה,2014_1,2985.0,1,382
בני ברק,עירייה,2014_2,3176.0,1,383
בני ברק,עירייה,2014_3,1748.0,1,384
בני ברק,עירייה,2014_4,1780.0,1,385
בני ברק,עירייה,2015_1,2059.0,1,386
בני ברק,עירייה,2015_2,1945.0,1,387
בני ברק,עירייה,2015_3,1781.0,1,388
בני ברק,עירייה,2015_4,1264.0,1,389
בני ברק,עירייה,2016_1,1607.0,1,390
בני ברק,עירייה,2016_2,1478.0,1,391
בני ברק,עירייה,2016_3,2017.0,1,392
בני ברק,עירייה,2016_4,2119.0,1,393
בני ברק,עירייה,2017_1,4578.0,1,394
בני ברק,עירייה,2017_2,1688.0,1,395
בת ים,עירייה,2012_1,1651.0,1,396
בת ים,עירייה,2012_2,1408.0,1,397
בת ים,עירייה,2012_3,1981.0,1,398
בת ים,עירייה,2012_4,1832.0,1,399
בת ים,עירייה,2013_1,1642.0,1,400
בת ים,עירייה,2013_2,1590.0,1,401
בת ים,עירייה,2013_3,1611.0,1,402
בת ים,עירייה,2013_4,1237.0,1,403
בת ים,עירייה,2014_1,1483.0,1,404
בת ים,עירייה,2014_2,1606.0,1,405
בת ים,עירייה,2014_3,1487.0,1,406
בת ים,עירייה,2014_4,1387.0,1,407
בת ים,עירייה,2015_1,1476.0,1,408
בת ים,עירייה,2015_2,1658.0,1,409
בת ים,עירייה,2015_3,1830.0,1,410
בת ים,עירייה,2015_4,2081.0,1,411
בת ים,עירייה,2016_1,2715.0,1,412
בת ים,עירייה,2016_2,1682.0,1,413
בת ים,עירייה,2016_3,1554.0,1,414
בת ים,עירייה,2016_4,1172.0,1,415
בת ים,עירייה,2017_1,2599.0,1,416
בת ים,עירייה,2017_2,1533.0,1,417
ג'דידה מכר,מועצה מקומית,2012_1,51.0,1,418
ג'דידה מכר,מועצה מקומית,2012_2,94.0,1,419
ג'דידה מכר,מועצה מקומית,2012_3,143.0,1,420
ג'דידה מכר,מועצה מקומית,2012_4,55.0,1,421
ג'דידה מכר,מועצה מקומית,2013_1,196.0,1,422
ג'דידה מכר,מועצה מקומית,2013_2,138.0,1,423
ג'דידה מכר,מועצה מקומית,2013_3,112.0,1,424
ג'דידה מכר,מועצה מקומית,2013_4,54.0,1,425
ג'דידה מכר,מועצה מקומית,2014_1,105.0,1,426
ג'דידה מכר,מועצה מקומית,2014_2,118.0,1,427
ג'דידה מכר,מועצה מקומית,2014_3,43.0,1,428
ג'דידה מכר,מועצה מקומית,2014_4,32.0,1,429
ג'דידה מכר,מועצה מקומית,2015_1,110.0,1,430
ג'דידה מכר,מועצה מקומית,2015_2,114.0,1,431
ג'דידה מכר,מועצה מקומית,2015_3,31.0,1,432
ג'דידה מכר,מועצה מקומית,2015_4,56.0,1,433
ג'דידה מכר,מועצה מקומית,2016_1,107.0,1,434
ג'דידה מכר,מועצה מקומית,2016_2,81.0,1,435
ג'דידה מכר,מועצה מקומית,2016_3,192.0,1,436
ג'דידה מכר,מועצה מקומית,2016_4,115.0,1,437
ג'דידה מכר,מועצה מקומית,2017_1,130.0,1,438
ג'דידה מכר,מועצה מקומית,2017_2,35.0,1,439
ג'סר א זרקא,מועצה מקומית,2012_1,19.0,1,440
ג'סר א זרקא,מועצה מקומית,2012_2,85.0,1,441
ג'סר א זרקא,מועצה מקומית,2012_3,89.0,1,442
ג'סר א זרקא,מועצה מקומית,2012_4,35.0,1,443
ג'סר א זרקא,מועצה מקומית,2013_1,103.0,1,444
ג'סר א זרקא,מועצה מקומית,2013_2,107.0,1,445
ג'סר א זרקא,מועצה מקומית,2013_3,42.0,1,446
ג'סר א זרקא,מועצה מקומית,2013_4,152.0,1,447
ג'סר א זרקא,מועצה מקומית,2014_1,196.0,1,448
ג'סר א זרקא,מועצה מקומית,2014_2,173.0,1,449
ג'סר א זרקא,מועצה מקומית,2014_3,128.0,1,450
ג'סר א זרקא,מועצה מקומית,2014_4,93.0,1,451
ג'סר א זרקא,מועצה מקומית,2015_1,162.0,1,452
ג'סר א זרקא,מועצה מקומית,2015_2,128.0,1,453
ג'סר א זרקא,מועצה מקומית,2015_3,131.0,1,454
ג'סר א זרקא,מועצה מקומית,2015_4,155.0,1,455
ג'סר א זרקא,מועצה מקומית,2016_1,188.0,1,456
ג'סר א זרקא,מועצה מקומית,2016_2,75.0,1,457
ג'סר א זרקא,מועצה מקומית,2016_3,65.0,1,458
ג'סר א זרקא,מועצה מקומית,2016_4,69.0,1,459
ג'סר א זרקא,מועצה מקומית,2017_1,41.0,1,460
ג'סר א זרקא,מועצה מקומית,2017_2,30.0,1,461
ג'ת,מועצה מקומית,2012_1,162.0,1,462
ג'ת,מועצה מקומית,2012_2,28.0,1,463
ג'ת,מועצה מקומית,2012_3,34.0,1,464
ג'ת,מועצה מקומית,2012_4,45.0,1,465
ג'ת,מועצה מקומית,2013_1,174.0,1,466
ג'ת,מועצה מקומית,2013_2,90.0,1,467
ג'ת,מועצה מקומית,2013_3,63.0,1,468
ג'ת,מועצה מקומית,2013_4,94.0,1,469
ג'ת,מועצה מקומית,2014_1,78.0,1,470
ג'ת,מועצה מקומית,2014_2,132.0,1,471
ג'ת,מועצה מקומית,2014_3,135.0,1,472
ג'ת,מועצה מקומית,2014_4,343.0,1,473
ג'ת,מועצה מקומית,2015_1,345.0,1,474
ג'ת,מועצה מקומית,2015_2,237.0,1,475
ג'ת,מועצה מקומית,2015_3,193.0,1,476
ג'ת,מועצה מקומית,2015_4,179.0,1,477
ג'ת,מועצה מקומית,2016_1,279.0,1,478
ג'ת,מועצה מקומית,2016_2,146.0,1,479
ג'ת,מועצה מקומית,2016_3,92.0,1,480
ג'ת,מועצה מקומית,2016_4,50.0,1,481
ג'ת,מועצה מקומית,2017_1,60.0,1,482
ג'ת,מועצה מקומית,2017_2,14.0,1,483
גבעת שמואל,עירייה,2012_1,208.0,1,484
גבעת שמואל,עירייה,2012_2,282.0,1,485
גבעת שמואל,עירייה,2012_3,217.0,1,486
גבעת שמואל,עירייה,2012_4,405.0,1,487
גבעת שמואל,עירייה,2013_1,322.0,1,488
גבעת שמואל,עירייה,2013_2,200.0,1,489
גבעת שמואל,עירייה,2013_3,142.0,1,490
גבעת שמואל,עירייה,2013_4,94.0,1,491
גבעת שמואל,עירייה,2014_1,129.0,1,492
גבעת שמואל,עירייה,2014_2,98.0,1,493
גבעת שמואל,עירייה,2014_3,125.0,1,494
גבעת שמואל,עירייה,2014_4,157.0,1,495
גבעת שמואל,עירייה,2015_1,153.0,1,496
גבעת שמואל,עירייה,2015_2,234.0,1,497
גבעת שמואל,עירייה,2015_3,176.0,1,498
גבעת שמואל,עירייה,2015_4,88.0,1,499
גבעת שמואל,עירייה,2016_1,121.0,1,500
גבעת שמואל,עירייה,2016_2,145.0,1,501
גבעת שמואל,עירייה,2016_3,114.0,1,502
גבעת שמואל,עירייה,2016_4,77.0,1,503
גבעת שמואל,עירייה,2017_1,89.0,1,504
גבעת שמואל,עירייה,2017_2,53.0,1,505
גבעתיים,עירייה,2012_1,659.0,1,506
גבעתיים,עירייה,2012_2,653.0,1,507
גבעתיים,עירייה,2012_3,1036.0,1,508
גבעתיים,עירייה,2012_4,1022.0,1,509
גבעתיים,עירייה,2013_1,922.0,1,510
גבעתיים,עירייה,2013_2,987.0,1,511
גבעתיים,עירייה,2013_3,901.0,1,512
גבעתיים,עירייה,2013_4,997.0,1,513
גבעתיים,עירייה,2014_1,1237.0,1,514
גבעתיים,עירייה,2014_2,957.0,1,515
גבעתיים,עירייה,2014_3,884.0,1,516
גבעתיים,עירייה,2014_4,878.0,1,517
גבעתיים,עירייה,2015_1,1052.0,1,518
גבעתיים,עירייה,2015_2,916.0,1,519
גבעתיים,עירייה,2015_3,857.0,1,520
גבעתיים,עירייה,2015_4,780.0,1,521
גבעתיים,עירייה,2016_1,1085.0,1,522
גבעתיים,עירייה,2016_2,1057.0,1,523
גבעתיים,עירייה,2016_3,948.0,1,524
גבעתיים,עירייה,2016_4,836.0,1,525
גבעתיים,עירייה,2017_1,1030.0,1,526
גבעתיים,עירייה,2017_2,368.0,1,527
גדרה,מועצה מקומית,2012_1,257.0,1,528
גדרה,מועצה מקומית,2012_2,137.0,1,529
גדרה,מועצה מקומית,2012_3,125.0,1,530
גדרה,מועצה מקומית,2012_4,74.0,1,531
גדרה,מועצה מקומית,2013_1,185.0,1,532
